NUMELEVE,FRAN4,CPBIS,CE1BIS,CE2BIS,CM1BIS,CM2BIS,MATH4,ECOLE2,CLASSE2,COURS2,RDBLT2,FRAN3,MATH3,MOIS,ANNEE,FRAT,PREEL,CSPP,CSPM,FILLE,ANCENS2,NBEL2,NBCOURS2,arti,sup,inter,empl,ouvr,autr,cmult,cmultnomb,mfran3,mmath3,msup,mouvr,stdfran3,stdmath3
839,-0.934417905,0,0,0,1,0,-1.733414181,12,26,4,0,-0.864398093,-1.343411446,1,88,1,4,6,4,1,21,26,3,0,0,0,0,1,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
840,2.227840066,0,0,0,1,0,2.961608229,8,16,4,0,0.928791605,1.799952292,1,88,0,3,4,4,1,20,23,2,0,0,1,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
841,2.503365399,0,0,0,1,0,1.92305221,8,16,4,0,1.275705414,2.391935738,1,88,1,3,3,3,1,20,23,2,0,1,0,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
842,-0.636885098,0,0,0,1,0,0.730880711,8,16,4,0,-0.777819398,0.061659625,5,88,1,3,2,5,0,20,23,2,1,0,0,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
843,-2.075948799,0,0,0,1,0,-1.154258095,8,16,4,0,-1.962687638,-0.586526807,8,88,1,,7,7,0,20,23,2,0,0,0,0,0,1,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
844,-0.766881507,0,0,0,1,0,-0.18952601,8,15,4,0,-0.548846255,-1.040096577,12,88,2,3,6,8,1,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
845,-0.097978208,0,0,0,1,0,-0.644935735,8,15,4,0,0.626783741,0.231742199,7,88,2,3,2,7,1,26,19,2,1,0,0,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
846,-1.151527758,0,0,0,1,0,-1.251316241,8,15,4,0,-0.777819398,-1.589082477,10,88,1,2,6,6,1,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
848,-0.94611476,0,0,0,1,0,-0.325962038,8,15,4,0,-0.310161077,0.061659625,7,88,2,3,6,6,1,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
849,-0.229637871,0,0,0,1,0,-1.401035456,8,15,4,0,0.713517038,0.231742199,1,88,1,3,2,3,0,26,19,2,1,0,0,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
850,-0.229637871,0,0,0,1,0,0.526387685,8,15,4,0,-0.472032916,0.231742199,11,88,2,3,6,8,0,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
852,0.722221563,0,0,0,1,0,0.107596041,8,15,4,0,0.626783741,-0.293571453,8,88,0,3,6,8,0,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
853,-1.208078976,0,0,0,1,0,-1.911431652,8,15,4,0,-0.978960229,-2.063322097,10,88,3,3,6,4,0,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
854,-0.627691005,0,0,0,1,0,-0.750711988,8,15,4,0,-1.414474813,-1.040096577,6,88,0,3,2,2,1,26,19,2,1,0,0,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
855,-0.335394097,0,0,0,1,0,-0.91892643,8,15,4,0,-0.548846255,-0.902458652,9,88,4,3,6,7,1,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
856,0.442982949,0,0,0,1,0,0.210673729,14,29,4,0,0.928791605,0.813398361,11,88,2,3,5,5,1,27,16,3,0,0,0,1,0,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
857,-0.399810585,0,0,0,1,0,0.339899701,16,33,4,0,0.872597757,0.061659625,6,88,1,3,4,8,0,9,12,5,0,0,1,0,0,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
859,-1.151527758,0,0,0,1,0,-1.024672594,9,17,4,0,-1.157887997,0.061659625,9,88,2,3,6,2,0,22,32,1,0,0,0,0,1,0,0,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
860,-0.149166208,0,0,0,0,1,0.966010111,13,27,5,0,-0.920189007,-0.342701073,8,87,2,,5,8,1,20,24,6,0,0,0,1,0,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
861,-0.062119539,0,0,0,0,1,0.966010111,13,27,5,0,0.434673519,0.131075635,2,87,1,,3,5,0,20,24,6,0,1,0,0,0,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
863,0.028221083,0,0,0,0,1,-1.539711891,5,10,5,0,0.525064656,-0.673113446,11,87,1,3,5,8,1,28,25,2,0,0,0,1,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
865,1.208226244,0,0,0,0,1,1.32506899,15,32,5,0,0.897544616,0.755026233,5,87,2,3,5,4,1,30,29,2,0,0,0,1,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
867,1.009947406,0,0,0,0,1,0.809469302,15,32,5,0,0.677756067,0.427180717,10,87,1,,6,5,1,30,29,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
870,0.667129756,0,0,1,0,0,-0.056549364,1,1,3,0,-0.457426445,-1.405870682,1,89,2,3,6,8,0,26,27,3,0,0,0,0,1,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
871,0.297809543,0,0,1,0,0,0.374075035,1,1,3,0,0.393860566,0.89123577,11,89,0,3,2,8,1,26,27,3,1,0,0,0,0,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
873,-1.058044028,0,0,1,0,0,-0.237722058,13,27,3,0,-0.457426445,0.001867152,8,89,1,3,4,4,0,20,24,6,0,0,1,0,0,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
874,2.030667428,0,0,1,0,0,1.176595344,12,26,3,0,1.926203834,1.938896301,2,89,1,3,6,8,1,21,26,3,0,0,0,0,1,0,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
876,-1.181241751,0,0,1,0,0,-1.973325953,6,12,3,0,-0.816402959,-1.197078839,10,89,1,,7,8,0,16,27,3,0,0,0,0,0,1,1,1,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
877,-0.636885098,0,0,0,1,0,-0.91892643,8,15,4,0,-0.548846255,-1.040096577,10,88,2,3,6,6,0,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
879,-0.842294605,0,0,1,0,0,0.241604122,8,15,3,0,-0.065592585,0.684785798,4,89,0,3,6,5,0,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
880,0.162497061,0,0,1,0,0,1.012082215,8,15,3,0,1.43499418,0.787637979,6,89,1,3,6,4,1,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
881,1.510548798,0,0,1,0,0,0.374075035,8,15,3,0,1.314665998,1.69672872,4,89,2,3,4,4,1,26,19,2,0,0,1,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
882,-0.655437762,0,0,1,0,0,-0.098128605,8,15,3,0,0.361679403,0.787637979,7,89,2,3,4,4,0,26,19,2,0,0,1,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
883,0.690826054,0,0,1,0,0,-0.86290253,8,15,3,0,0.853564777,0.38860698,10,89,1,3,3,5,1,26,19,2,0,1,0,0,0,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
884,0.690826054,0,0,1,0,0,-0.237722058,8,15,3,0,0.740354197,1.159692391,10,89,1,3,6,5,0,26,19,2,0,0,0,0,1,0,1,0,-0.009005236,0.042170221,0.080808081,0.272727273,0.990858296,1.003498497
1,0.18732608,0,0,0,1,0,0.210673729,1,1,4,1,0.626783741,0.061659625,10,87,1,3,2,5,1,26,27,3,1,0,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
2,0.551651002,0,0,0,0,1,0.966010111,1,1,5,0,1.868904085,0.427180717,6,87,2,3,5,8,0,26,27,3,0,0,0,1,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
5,-1.290247833,0,0,0,0,1,-1.180343248,1,1,5,0,-1.094321564,-1.502527645,12,87,1,3,3,5,0,26,27,3,0,1,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
7,1.009947406,0,0,0,0,1,-0.005652285,1,1,5,0,0.772800151,0.557941147,7,87,1,4,3,8,1,26,27,3,0,1,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
11,-0.149166208,0,0,0,0,1,-0.262996833,1,1,5,0,0.897544616,-0.453896405,5,87,2,3,4,5,1,26,27,3,0,0,1,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
13,-0.229637871,0,0,0,1,0,-0.204899973,1,1,4,0,-0.122035786,-0.586526807,7,88,3,3,6,8,1,26,27,3,0,0,0,0,1,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
14,-0.062119539,0,0,0,0,1,-0.799026526,1,1,5,0,-0.837539475,-0.342701073,8,87,1,3,6,6,0,26,27,3,0,0,0,0,1,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
16,1.377184526,0,0,0,0,1,0.809469302,1,1,5,0,1.71129117,1.532368044,5,87,3,3,6,8,0,26,27,3,0,0,0,0,1,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
17,0.387613596,0,0,0,0,1,1.132621392,1,1,5,0,0.525064656,0.755026233,5,87,0,3,2,3,0,26,27,3,1,0,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
18,1.778260298,0,0,0,0,1,1.661710302,1,1,5,0,2.390840326,2.675384016,4,87,3,3,3,4,1,26,27,3,0,1,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
19,0.347349433,0,0,0,1,0,0.210673729,1,1,4,0,0.501550044,0.813398361,6,88,3,3,1,5,1,26,27,3,0,0,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
20,0.655428257,0,0,0,1,0,0.107596041,1,1,4,0,1.51271489,0.466366542,12,88,2,3,4,8,1,26,27,3,0,0,1,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
21,1.559282445,0,0,0,0,1,0.809469302,1,1,5,0,1.199221832,0.755026233,4,87,2,3,4,8,1,26,27,3,0,0,1,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
22,0.371427764,0,0,0,0,1,0.550302386,1,1,5,0,0.434673519,-0.020540343,7,87,2,3,4,5,0,26,27,3,0,0,1,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
23,1.701211085,0,0,0,1,0,2.961608229,1,1,4,0,2.147519315,2.019817133,9,88,4,3,4,8,1,26,27,3,0,0,1,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
24,1.778260298,0,0,0,0,1,1.845958909,1,1,5,0,1.445561128,0.557941147,8,87,4,3,4,8,0,26,27,3,0,0,1,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
26,-0.274296894,0,0,0,0,1,-0.134171605,1,1,5,0,0.207478584,-0.673113446,7,87,1,4,1,1,0,26,27,3,0,0,0,0,0,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
27,1.009947406,0,0,0,0,1,-0.489934049,1,1,5,0,0.434673519,0.278026101,2,87,1,4,6,5,1,26,27,3,0,0,0,0,1,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
29,0.808073296,0,0,0,0,1,0.809469302,1,1,5,0,0.677756067,0.427180717,2,87,3,3,6,5,0,26,27,3,0,0,0,0,1,0,1,1,0.805288464,0.407790016,0.107142857,0.285714286,0.923795294,0.968745229
30,0.551651002,0,0,0,0,1,1.132621392,2,2,5,0,1.351089456,1.069434257,5,87,1,3,5,8,1,21,15,5,0,0,0,1,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
31,0.162497061,0,0,1,0,0,-0.098128605,2,2,3,0,0.361679403,0.172632477,11,89,1,3,5,8,0,21,15,5,0,0,0,1,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
32,0.808073296,0,0,0,0,1,1.32506899,2,2,5,0,0.525064656,0.755026233,5,87,3,3,1,5,1,21,15,5,0,0,0,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
33,0.005643737,0,0,1,0,0,1.176595344,2,2,3,0,0.274980567,0.977931488,12,89,1,3,1,5,0,21,15,5,0,0,0,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
35,2.301871066,0,0,1,0,0,1.546115609,2,2,3,0,1.687431773,1.22031267,9,89,1,3,3,5,1,21,15,5,0,1,0,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
37,0.162497061,0,0,1,0,0,0.128464587,2,2,3,0,0.080615609,0.38860698,5,89,0,3,7,5,0,21,15,5,0,0,0,0,0,1,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
38,-0.179676228,0,0,1,0,0,1.546115609,2,2,3,0,0.080615609,0.001867152,8,89,1,3,4,4,1,21,15,5,0,0,1,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
679,-0.335394097,0,0,0,1,0,0.730880711,2,2,4,0,0.302310395,0.231742199,5,88,1,3,5,5,0,21,15,5,0,0,0,1,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
681,-0.335394097,0,0,0,1,0,-0.204899973,2,2,4,0,-0.864398093,-1.170755511,2,89,4,3,2,2,1,21,15,5,1,0,0,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
682,-0.130166399,0,0,0,1,0,0.526387685,2,2,4,1,-0.472032916,-0.586526807,4,87,5,3,4,1,0,21,15,5,0,0,1,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
683,-0.097978208,0,0,0,1,0,-0.069765062,2,2,4,0,-0.652031825,-1.040096577,11,88,1,3,2,2,1,21,15,5,1,0,0,0,0,0,1,1,0.24321133,0.183652233,0.05,0.05,0.774845314,0.825788473
44,0.623120397,0,1,0,0,0,0.76837121,3,4,2,0,1.818152866,0.869230329,8,90,1,3,6,4,0,15,26,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
45,-0.988167011,0,1,0,0,0,-0.392283762,3,4,2,0,-0.395894081,-0.437399556,7,90,1,3,2,8,0,15,26,2,1,0,0,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
46,-0.018812745,0,1,0,0,0,0.76837121,3,4,2,0,-0.633629249,0.193520011,5,90,1,3,6,5,1,15,26,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
47,-0.315550167,0,1,0,0,0,0.164648169,3,4,2,0,0.157978385,1.644293966,11,90,2,,6,8,1,15,26,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
48,-0.113109739,0,1,0,0,0,0.304190668,3,4,2,0,0.157978385,1.410947047,3,90,2,3,2,8,1,15,26,2,1,0,0,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
49,1.84610218,0,1,0,0,0,0.76837121,3,4,2,0,1.47282287,1.644293966,3,91,1,2,5,3,1,15,26,2,0,0,0,1,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
51,-1.006715951,0,1,0,0,0,-0.392283762,3,3,2,0,-0.15417337,-0.626905852,6,90,2,3,5,8,0,25,25,2,0,0,0,1,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
52,0.094199993,0,1,0,0,0,0.76837121,3,4,2,0,1.818152866,1.24433093,1,90,2,3,4,8,1,15,26,2,0,0,1,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
53,0.472237423,0,1,0,0,0,0.76837121,3,3,2,0,1.664594513,1.120481775,2,90,2,3,6,8,1,25,25,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
55,1.077978388,0,1,0,0,0,0.644935735,3,4,2,0,1.818152866,1.644293966,10,90,0,3,5,5,1,15,26,2,0,0,0,1,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
56,-0.553769763,0,1,0,0,0,-0.288436417,3,4,2,0,0.157978385,-0.05417538,1,91,1,2,6,4,0,15,26,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
58,0.094199993,0,1,0,0,0,0.930498375,3,4,2,0,0.652038822,0.711025828,6,90,3,,4,5,0,15,26,2,0,0,1,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
59,-0.198823596,0,1,0,0,0,-1.118365037,3,3,2,0,-0.213221791,-0.05417538,10,90,3,0,6,8,0,25,25,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
60,0.094199993,0,1,0,0,0,0.644935735,3,4,2,0,0.321969041,-0.149931316,5,90,0,3,2,5,0,15,26,2,1,0,0,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
61,1.406858577,0,1,0,0,0,1.087239203,3,4,2,0,2.303570475,1.410947047,7,90,1,3,4,5,1,15,26,2,0,0,1,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
63,0.094199993,0,1,0,0,0,-0.733328198,3,3,2,0,-0.011237311,-0.216399573,1,90,2,3,1,5,0,25,25,2,0,0,0,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
64,-1.256333129,0,1,0,0,0,-1.118365037,3,4,2,0,-0.011237311,0.193520011,6,90,1,3,6,5,0,15,26,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
65,-0.315550167,0,1,0,0,0,-1.118365037,3,3,2,0,-0.15417337,-0.626905852,10,90,1,3,6,5,1,25,25,2,0,0,0,0,1,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
66,-0.618558404,0,1,0,0,0,0.304190668,3,4,2,0,-0.633629249,0.869230329,1,90,4,3,4,8,0,15,26,2,0,0,1,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
67,-1.256333129,0,1,0,0,0,-1.118365037,3,3,2,0,-0.395894081,-0.149931316,7,90,2,1,5,5,0,25,25,2,0,0,0,1,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
649,-1.386896578,0,1,0,0,0,-1.333859071,3,3,2,0,-0.490956761,-0.05417538,1,90,2,3,2,7,1,25,25,2,1,0,0,0,0,0,1,0,0.4404449,0.504100743,0,0.380952381,0.952474478,0.797794911
68,0.667129756,0,0,1,0,0,0.60148487,3,5,3,0,1.314665998,1.69672872,2,89,1,4,4,4,1,34,26,2,0,0,1,0,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
69,2.030667428,0,0,1,0,0,0.374075035,3,5,3,0,1.736049407,1.343468397,5,89,2,3,5,5,1,34,26,2,0,0,0,1,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
70,0.416166652,0,0,1,0,0,0.374075035,3,5,3,0,-0.226654764,0.593185694,1,89,2,3,6,7,0,34,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
72,,0,0,1,0,0,-0.098128605,3,4,3,0,-0.68014655,0.097246786,9,89,2,3,5,5,0,15,26,2,0,0,0,1,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
73,-1.448557032,0,0,1,0,0,-1.591023938,3,4,3,0,-1.180141107,-3.111372709,7,89,1,3,7,7,0,15,26,2,0,0,0,0,0,1,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
74,1.303295784,0,0,1,0,0,0.846662873,3,5,3,0,-0.50154552,-0.472602065,7,89,1,3,7,7,1,34,26,2,0,0,0,0,0,1,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
75,0.604957019,0,0,1,0,0,1.012082215,3,5,3,0,-0.065592585,-0.076628116,12,89,1,1,6,5,0,34,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
76,-0.457571363,0,0,1,0,0,-1.22699699,3,4,3,0,-1.284109987,-0.464264715,10,89,1,4,6,4,0,15,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
77,-2.127639326,0,0,1,0,0,-1.591023938,3,4,3,1,-0.946213373,-1.629696131,11,88,1,,6,8,1,15,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
78,-0.080978116,0,0,1,0,0,0.035803908,3,5,3,0,-0.420312616,0.097246786,1,89,1,3,7,5,0,34,26,2,0,0,0,0,0,1,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
79,0.297809543,0,0,1,0,0,0.035803908,3,5,3,0,0.011236523,0.787637979,5,89,2,3,2,5,1,34,26,2,1,0,0,0,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
82,2.301871066,0,0,1,0,0,1.546115609,3,5,3,0,1.122005053,2.331266863,9,89,0,3,3,3,0,34,26,2,0,1,0,0,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
83,2.030667428,0,0,1,0,0,2.093329425,3,5,3,0,0.699089143,1.575748398,5,89,1,2,6,5,0,34,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
85,-0.571414429,0,0,1,0,0,1.386081426,3,5,3,0,-1.319092928,-0.613321508,12,89,3,3,6,6,0,34,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
86,-1.181241751,0,0,1,0,0,-0.778482314,3,4,3,0,0.080615609,0.89123577,4,89,2,3,6,5,0,15,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
87,2.030667428,0,0,1,0,0,2.093329425,3,5,3,0,2.816422068,1.870225472,3,89,2,4,6,5,1,34,26,2,0,0,0,0,1,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
88,0.897253055,0,0,1,0,0,0.035803908,3,5,3,0,0.740354197,0.320976021,7,89,2,3,5,5,1,34,26,2,0,0,0,1,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
89,-1.058044028,0,0,1,0,0,-1.509637739,3,4,3,1,-1.060869698,-1.405870682,2,88,1,4,2,8,1,15,26,2,1,0,0,0,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
90,0.416166652,0,0,1,0,0,-0.439536823,3,5,3,0,0.274980567,-0.311163844,5,89,2,3,5,8,0,34,26,2,0,0,0,1,0,0,1,0,0.044184139,0.151529685,0.043478261,0.434782609,1.12133045,1.285046082
91,-0.512568834,0,0,0,1,0,-0.587979372,3,5,4,0,-0.048710515,-0.101001452,11,88,1,3,1,1,1,34,26,2,0,0,0,0,0,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
92,-1.084729618,0,0,0,0,1,-2.27662079,3,6,5,1,-1.869191719,-1.371624362,4,86,1,3,1,1,0,20,24,1,0,0,0,0,0,0,0,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
93,0.655428257,0,0,0,1,0,-0.325962038,3,5,4,0,-0.310161077,-0.187817197,12,88,2,3,5,5,1,34,26,2,0,0,0,1,0,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
94,0.133964884,0,0,0,0,1,-0.005652285,3,6,5,0,-0.740336229,-0.400701384,12,87,2,3,6,2,0,20,24,1,0,0,0,0,1,0,0,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
95,3.109164449,0,0,0,1,0,1.492259563,3,5,4,0,1.041418783,1.463539251,1,88,1,4,4,5,1,34,26,2,0,0,1,0,0,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
96,-0.604948787,0,0,0,0,1,-0.489934049,3,6,5,0,-0.837539475,-1.072683419,11,87,1,3,2,6,0,20,24,1,1,0,0,0,0,0,0,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
97,-0.705226908,0,0,0,0,1,0.088663629,3,6,5,0,-1.143345835,-0.342701073,11,87,2,3,2,5,1,20,24,1,1,0,0,0,0,0,0,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
98,-1.48726938,0,0,0,1,0,-1.733414181,3,5,4,0,-0.978960229,-1.491080316,6,88,2,3,6,8,0,34,26,2,0,0,0,0,1,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
99,-1.559198764,0,0,0,1,0,-1.733414181,3,5,4,1,-2.816422068,-2.063322097,2,87,1,3,6,8,0,34,26,2,0,0,0,0,1,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
100,0.586974788,0,0,0,1,0,0.626479462,3,5,4,0,0.196011173,0.231742199,2,88,1,4,6,4,0,34,26,2,0,0,0,0,1,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
101,0.586974788,0,0,0,1,0,-0.587979372,3,5,4,0,1.989064714,0.466366542,2,89,1,3,5,8,1,34,26,2,0,0,0,1,0,0,1,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
102,-0.792444145,0,0,0,0,1,-0.799026526,3,6,5,0,-0.920189007,-0.55791636,10,87,3,3,6,5,1,20,24,1,0,0,0,0,1,0,0,0,-0.536188105,-0.588956786,0.076923077,0.307692308,1.063124184,0.916859928
